image_filename,split,is_healthy_control,label_filename,label_exists,box_count,status,issues
00383159-b435-48d6-b390-5d1e4b746290.JPG,train,False,00383159-b435-48d6-b390-5d1e4b746290.txt,False,0,MISSING_LABEL,
005dc47d-b646-4ba7-a583-d200b8e782ad.JPG,train,False,005dc47d-b646-4ba7-a583-d200b8e782ad.txt,False,0,MISSING_LABEL,
01217ea7-b8f9-48a3-a7a5-c317385b0439.JPG,train,True,01217ea7-b8f9-48a3-a7a5-c317385b0439.txt,False,0,MISSING_LABEL,
02398003-eaf1-43a9-a6c2-1070742388f2.JPG,train,False,02398003-eaf1-43a9-a6c2-1070742388f2.txt,False,0,MISSING_LABEL,
02548600-7508-456e-99cd-3493da31596f.JPG,train,False,02548600-7508-456e-99cd-3493da31596f.txt,False,0,MISSING_LABEL,
025ab5ae-7bfe-4f9e-9790-9d8b89653bca.JPG,train,False,025ab5ae-7bfe-4f9e-9790-9d8b89653bca.txt,False,0,MISSING_LABEL,
0268e317-0dc3-4dc6-9747-22b3835aa5f7.JPG,train,False,0268e317-0dc3-4dc6-9747-22b3835aa5f7.txt,False,0,MISSING_LABEL,
04613b1e-2e0f-4668-b678-0d44a4704014.JPG,train,False,04613b1e-2e0f-4668-b678-0d44a4704014.txt,False,0,MISSING_LABEL,
0494447c-bfae-44c5-b53a-21065b6786da.JPG,train,False,0494447c-bfae-44c5-b53a-21065b6786da.txt,False,0,MISSING_LABEL,
0576c467-153a-4c56-b5d6-22bf1cb83a24.JPG,train,False,0576c467-153a-4c56-b5d6-22bf1cb83a24.txt,False,0,MISSING_LABEL,
0595377c-3b8e-4356-bc29-8fecf9612c28.JPG,train,False,0595377c-3b8e-4356-bc29-8fecf9612c28.txt,False,0,MISSING_LABEL,
0ae734ed-d856-47be-8bc3-beced8448b70.JPG,train,False,0ae734ed-d856-47be-8bc3-beced8448b70.txt,False,0,MISSING_LABEL,
0aeb35d9-dd6b-4d96-bd75-01b8b7c0d887.JPG,train,True,0aeb35d9-dd6b-4d96-bd75-01b8b7c0d887.txt,False,0,MISSING_LABEL,
0af62b46-fc54-4461-b817-61583c5fde52.JPG,train,False,0af62b46-fc54-4461-b817-61583c5fde52.txt,False,0,MISSING_LABEL,
0d1d59d6-bc46-4114-badc-99a96d7f5916.JPG,train,True,0d1d59d6-bc46-4114-badc-99a96d7f5916.txt,False,0,MISSING_LABEL,
0ee4d727-2ab5-4e09-ba0b-0135215a2bfc.JPG,train,False,0ee4d727-2ab5-4e09-ba0b-0135215a2bfc.txt,False,0,MISSING_LABEL,
1376d499-2469-4ba1-a774-c5be99e622ac.JPG,train,False,1376d499-2469-4ba1-a774-c5be99e622ac.txt,False,0,MISSING_LABEL,
14325633-c666-4f43-9af2-9f7063e78f07.JPG,train,False,14325633-c666-4f43-9af2-9f7063e78f07.txt,False,0,MISSING_LABEL,
17acf91d-c5b2-4346-b075-06e6cd4e9714.JPG,train,False,17acf91d-c5b2-4346-b075-06e6cd4e9714.txt,False,0,MISSING_LABEL,
188aa02e-7759-4d72-a4e8-ff90c907131c.JPG,train,False,188aa02e-7759-4d72-a4e8-ff90c907131c.txt,False,0,MISSING_LABEL,
1ba03905-0ac8-4d6e-a7a5-9e6af000ff10.JPG,train,False,1ba03905-0ac8-4d6e-a7a5-9e6af000ff10.txt,False,0,MISSING_LABEL,
1ba8e1b9-975a-41be-9545-4d52ebd7b34c.JPG,train,False,1ba8e1b9-975a-41be-9545-4d52ebd7b34c.txt,False,0,MISSING_LABEL,
1f367747-41c5-47df-943c-57525efb4da5.JPG,train,False,1f367747-41c5-47df-943c-57525efb4da5.txt,False,0,MISSING_LABEL,
201149da-6311-4e73-a6e2-635696d9eb60.JPG,train,False,201149da-6311-4e73-a6e2-635696d9eb60.txt,False,0,MISSING_LABEL,
2130c4ce-bd81-4b4d-a780-011c52edef3c.JPG,train,False,2130c4ce-bd81-4b4d-a780-011c52edef3c.txt,False,0,MISSING_LABEL,
238c86f8-a58b-4017-9177-d27bfe630405.JPG,train,True,238c86f8-a58b-4017-9177-d27bfe630405.txt,False,0,MISSING_LABEL,
259ddb1a-f10f-4470-9b1b-8a2b9afdb65a.JPG,train,False,259ddb1a-f10f-4470-9b1b-8a2b9afdb65a.txt,False,0,MISSING_LABEL,
270d1b1e-c7f5-40d7-8055-85358aeca0c4.JPG,train,True,270d1b1e-c7f5-40d7-8055-85358aeca0c4.txt,False,0,MISSING_LABEL,
276f05c4-da35-4a4e-a03c-6382ce46c366.JPG,train,False,276f05c4-da35-4a4e-a03c-6382ce46c366.txt,False,0,MISSING_LABEL,
27f43618-f8c7-4e12-9011-60204554b721.JPG,train,False,27f43618-f8c7-4e12-9011-60204554b721.txt,False,0,MISSING_LABEL,
2ea7e2b4-9e5b-4b36-917c-6cbfd0c6cba7.JPG,train,False,2ea7e2b4-9e5b-4b36-917c-6cbfd0c6cba7.txt,False,0,MISSING_LABEL,
2f02ea6a-5ef4-411c-9038-ab8a29b2a423.JPG,train,False,2f02ea6a-5ef4-411c-9038-ab8a29b2a423.txt,False,0,MISSING_LABEL,
2f6196c9-93c3-40d1-9d72-607667219544.JPG,train,False,2f6196c9-93c3-40d1-9d72-607667219544.txt,False,0,MISSING_LABEL,
33005982-f149-47cf-ba66-644717d65de6.JPG,train,False,33005982-f149-47cf-ba66-644717d65de6.txt,False,0,MISSING_LABEL,
39e904cc-bd0f-4c8b-9d3d-604c4f246803.JPG,train,False,39e904cc-bd0f-4c8b-9d3d-604c4f246803.txt,False,0,MISSING_LABEL,
3ba0576a-c16d-4e4b-886a-d3f036615d2d.JPG,train,False,3ba0576a-c16d-4e4b-886a-d3f036615d2d.txt,False,0,MISSING_LABEL,
3bbca019-c0fb-4ac8-aafa-0aee0f3379a7.JPG,train,False,3bbca019-c0fb-4ac8-aafa-0aee0f3379a7.txt,False,0,MISSING_LABEL,
3c18dd29-6a10-4c22-aafa-c62853dd270f.JPG,train,True,3c18dd29-6a10-4c22-aafa-c62853dd270f.txt,False,0,MISSING_LABEL,
